classlabel,content
2,फ्राइडे फिल्म काठमान्डू छविलाल कन्जुस छैनशुक्रबार उपत्यकाभित्र बाट प्रदर्शन आउन लागे फिल्म शीर्षक काठमाडौं सहर कथा बुने अनुमान लगाउन सकिन्छ काठमान्डू शुक्रबार उपत्यकाभित्र बाट प्रदर्शन आउन लागे फिल्म शीर्षक काठमाडौं सहर कथा बुने अनुमान लगाउन सकिन्छ आकाश अधिकारी निर्देशित फिल्म लामो प्रतीक्षा आउन लागे रेड क्यामेरा बाट खिच्नु पोस्ट प्रोडक्सन रेड स्टुडियो मै गरिएका प्राविधिक सबल फिल्म निर्देशक अधिकारी रेश मरहठ्ठा रिया मार्फी ममता प्रधान संयुक्ता राणा गौरी मल्ल लगायत अभिनय फिल्म सुखबिन्दर सिंह गाउनु स्टेज परर्फमेन्स दृश्य फिल्म राखिए त्यस कैलाश खेर सुनिधि चौहान सञ्जीवनी आदित्यनारायण झा आकृति कक्कड लगायत भारतीय गायकगायिका काठमान्डू गीत स्वर राजधानी प्रमुख मल्टिप्लेक्स हल सहित राजधानी प्रदर्शन साता मोफसल दर्शक हेर्न पाउनेछन् चलचित्र विकास बोर्ड विशेष फिल्म मान्यता फिल्म क्लाइमेक्स राजधानी हल मोफसल हल छुट्टाछुट्टै राखेर रिलिज गरिने अघि फिल्म पक्ष जनाइ सकेको पुस्तान्तर समस्या खोतलिए काठमान्डू न्युयोर्क क्विन्स भ्यालेन्टाइन्स डे अवसर पारेर प्रदर्शन लागिए छविलाल कन्जुस शुक्रबार देशव्यापी प्रदर्शन आउन लागे फिल्म शीर्षक विपरीत कन्जुस छविलाल कहानी हालिए चुइयाँ छविलाल नीर शाह अभिनय रहे कमेडी प्याट्रन बढी महत्त्व फिल्म एक्सन रोमान्स नछोडे निर्देशक ज्ञानेन्द्र देउजा बताउँछन् फिल्म राजेश हमाल सुमन सिंह सुमिना घिमिरे विष्णु सापकोटा अभिनय रहे फिल्म युएई बाट पि्रमियर सकेको मौनता श्रेष्ठ लेखन रहे फिल्म महेश खड्का संगीत हिमाल केसी द्वन्द्व निर्देशन गरे फिल्म वसन्त श्रेष्ठ कोरियोग्राफी हेर्न पाइनेछ यसै फिल्म बाट सुमिना नायिका डेब्यु गरे की निर्देशक देउजा फिल्म मनोरञ्जनात्मक मसलेदार फिल्म
4,थप बर्ष नेपाली कामदार कोरिया पाउने सरकार दक्षिण कोरिया रोजगार अनुमति प्रणाली इपिएस थप वर्ष नवीकरण सरकार दक्षिण कोरिया रोजगार अनुमति प्रणाली इपिएस थप वर्ष नवीकरण उक्त प्रणालीअन्तर्गत नेपाली कामदार रोजगारी अवसर दिने कोरिया सरकार नीतिअनुरुप सन् सम्झौता अवधि गत पुस समाप्त तीनतीन महिना सोल उक्त सम्झौता म्याद थप गरे गत मङ्गलबार सम्झौता अवधि सकिए कोरिया एकै दुईवर्ष सम्झौता अवधि वृद्धि गरे श्रम रोजगार मन्त्रालय प्रवक्ता बुद्धिबहादुर खड्का बताए श्रम सम्झौता अवधि समाप्त हुनु दिन अघि कोरियाली सरकार त्यस थप वर्ष नवीकरण गरे जानकारी परराष्ट्र मन्त्रालय मार्फत श्रम रोजगार मन्त्रालय प्राप्त उन उल्लेख गरे सन् नेपाल कोरिया श्रम सम्झौता हाल कोरिया करिब हजार नेपाली कार्यरत कोरिया नेपाली कामदार सुरक्षित गन्तव्य रुप रहे मुलुक तुलना उनी हरूले आकर्षक पारिश्रमिक सुविधा प्राप्त आएका त्यता चाहने नेपाली सङ्ख्या उल्लेख्य वृद्धि गत वर्ष लिइए कोरियाली भाषा परीक्षा उत्तीर्ण झण्डै हजार नेपाली कोरिया जाने तयारी रहे जानकारी दिँदै प्रवक्ता खड्का चालु आर्थिक वर्ष अन्त्य पुनः भाषा परीक्षा सञ्चालन बताए काम इमानदार लगनशीलता लगायत गुण कारण नेपाली श्रमिक कोरिया प्राथमिकता दिँदै इपिएस प्रणाली निरन्तरता त्यसै परिणाम रासस
3,﻿आफ्नो आइफोन मास्टर आफै बन्नुहोस्के तपाईँ थाहा आइफोन तपाईँ ठ्याक् कै आकाश कुन विमान उडि थाहा पाउँछ निके तपाईँ थाहा आइफोन सेकेण्ड एकै चोटि वटा फोटो खिच्न निहजुर यस्तै यस्तै अनौठा अनि रमाइला हरू तपाईँ आइफोन तपाईँ मोबाइल फोन जसो प्रयोग गर्नुहुन्छ अनि विज्ञान नयाँनयाँ प्रविधि तपाईँ मोबाइल नयाँनयाँ सुविधा हरू थपिए हुन्छन् सुन्दा त्यति महत्व पूर्ण नलाग्न सुविधा हरू तपाईँहाम्रो जीवन सहयोगी सक्छन्तल दिइए हरू जान्नुहोस् अनि आइफोन मास्टर आफै बन्नुहोस् लेखिए अक्षर हरूलाई अन्डू गर्नुहोस्अक्षर टाइप गर्दा गल्ती भयो चिन्ता नगर्नुहोस् तपाईँ आइफोन चोटि हल्लाउनुहोस् अनि त्यस सच्याउने होइन सोध्दछ ब्याट्रि छिटो चार्ज गर्नुहोस्आइफोन एयरप्लेन मोड लग्ना वाइरलेस सेलुलर क्रियाकलाप बन्द गराई ब्याट्रि छिटो चार्ज मद्धत गर्दछ सिरी तपाईँ मेल पढ्न लगाउनुहोस्आइफोन होम बटन एकछिन थिचिराख्नुहोस् अनि सिरी सुचारु त्यस सिरी सोध्नुहोस् रिड माई इमेल सिरी तपाईँ सन्देश हरू पढ्न सुरु गर्दछ भर्खरै सन्देश हरू सुन्न रिड माइ लेटेस्ट इमेल अथवा निश्चित व्यक्ति मात्रै सन्देश सुन्न डु आइ ह्याभ इमेल फ्रम कुशल भनेर सोध्नुहोस् तपाईँ आकाश कुन चाहिँ विमान उडि पत्ता लगाउनुहोस्सिरी सोध्नुहोस् प्लेन्स ओभरहेड अनि त्यतिबेला तपाईँ आकाश कुन चाहिँ विमान उडि थाहा पाउनुहोस् सिरी शब्द बोल्न सिकाउनुहोस्यो सुविधा विशेष तपाईँ सिरी बाठो बन्न सक्नुहुन्छ सिरी शब्द गलत तरिका बोल्छ तब सिरी भन्नुहोस् द्याट्स नट हाउ यू प्रोनाउन्स त्यस सिरी तपाईँ भिन्न भिन्न तरिका बोलेर सुनाउनेछ अनि तपाईँ सहि उत्तर छान्न सक्नुहुन्छ टाइमर सँग गीत बन्द गर्नुहोस्म तपाईँ हरू गीत सुन्दै निदाउने गर्नुहुन्छ अनि रात भरि गीत नबजोस् टाइमर खोलेर ह्वेन टाइमर इन्ड्स गएर सेटिङ्ग सक्नुहुन्छ भोल्युम बटन बाट फोटो खिच्नुहोस्कहिलेकाहिँ फोटो खिच्दा स्क्रिन थिचिराख्ने काम साह्रै झन्झटिलो त्यसै सजिलो उपाए तपाईँ भोल्युम बटन बाट फोटो खिच्न सक्नुहुन्छ एकै चोटि फोटो हरू खिच्नुहोस्क्यामेरा क्याप्चर बटन एकछिन थिचिराख्नु भयो सेकेण्ड वटा फोटो खिच्न सन्देश पठाए हेर्नुहोस्च्याट गर्दा सन्देश पठाए हेर्न तस्विर देखाए स्लाइड गर्नुहोस् विस्तृत जानकारी क्यालेन्डर हेर्नुहोस्क्यालेन्डर हेर्दा मोबाइल साइड ढल्काउनुहोस् अनि विस्तृत जानकारी क्यालेन्डर हेर्नुहोस्
2,दीपिका मिस क्षेत्रीआखिर नतिजा उन कै पोल्टा पर्‍यो दर्शक हरूले सुरु अग्ली फरासिली युवती विजेता बन्ने अनुमान लगाए आखिर नतिजा उन कै पोल्टा पर्यो दर्शक हरूले सुरु अग्ली फरासिली युवती विजेता बन्ने अनुमान लगाए जज हरूले समेत त्यही निर्णय लिँदै अन्ततः दीपिका पहारी मिस क्षेत्री ताज दिलाइदिए लेकसाइड की वर्षीया शनिबार प्रतिस्पर्धी हरूलाई पार्दै पुरस्कारस्वरूप स्कुटी जितिन् अभिनेता राजेश हमाल पूर्वसेनापति रुक्मांगद कटवाल गायिका कोमल वली प्रदीपजंग पाण्डे गायक बमबहादुर कार् की कवि तीर्थ श्रेष्ठ निर्णायक रहे प्रतियोगिता दीपिका सुरु सम्भावना देखाए की थिइन् विज्ञान विषय लिएर टु पढ्दै गरे की फिट इन्च अग्ली विजेता भनिन् आत्मविश्वास मेहनत गरे कै कारण ताज हात पारें ब्युटी कन्टेस्ट दीपिका विजय चाहिँ होइन उनी वर्ष अघि मिस टिन पोखरा विजेता की थिइन् कक्षा पढ्दा मिस कल्चर पोखरा उनी सेकेन्ड रनरअप की थिइन् यिनै अनुभव मिस क्षेत्री विजेता बन्ने ढोका खोलिदिए उन भनिन् पोखरा सभागृह मिस क्षेत्री उन मिस कल्चर मिस फ्रेन्ड्ली टाइटल समेत जितिन् पर्वत की गरिमा लामिछाने फस्ट रनरअप सँगै बेस्ट कम्प्लेक्स टाइटल योग्य भइन् सेकेन्ड रनरअप की लेकसाइड कै फरिना कार्की बेस्ट स्माइल टाइटल पाइन् फस्टर रनरअप हजार सेकेन्ड रनर अप हजार रुपैयाँ प्राप्त गरे सिन्धुपाल्चोक की लक्ष्मी थापा भ्युअर्स च्वइस पुरस्कार पाइन् शर्मिला क्षेत्री ट्यालेन्ट कुसुम थापा फोटोजेनिक परफर्मेन्स प्रीति खड् डिसिप्लिन साधना कार् की हेयर सुलोचना रायमाझी पपुलर मनीता कार् की वाक निशा थापा बेस्ट आई टाइटल पाए मिस क्षेत्री मुलुक मै प्रतियोगिता सुरु काठमाडौं तय पोखरा ल्याइयो क्षत्री समाज नेपाल आयोजक रहे प्रतियोगिता अडिसन फागुन सुरु गरिए फाइनल दाङ चितवन दोलखा काठमाडौं नवलपरासी कास्की लगायत वर्ष वर्षसम्म सुन्दरी हरू भिडे
1,क्रिकेटर गोल्डेनगेट साथश्रीलंकन लिग खेल्न लागे नेपाली बलरद्वय अमृत भट्टराई चन्द्र साउद हवाई खर्च गोल्डेनगेट कलेज व्यहोर्ने कलेज शुक्रबार दुवै खेलाडी आउनेजाने हवाई टिकट उपलब्ध गराइदिने घोषणा गर्‍यो श्रीलंकन लिग खेल्न लागे नेपाली बलरद्वय अमृत भट्टराई चन्द्र साउद हवाई खर्च गोल्डेनगेट कलेज व्यहोर्ने कलेज शुक्रबार दुवै खेलाडी आउनेजाने हवाई टिकट उपलब्ध गराइदिने घोषणा गर्यो दुवै खेलाडी प्रायोजन गरे गोल्डेनगेट प्रमुख कार्यकारी अधिकृत रमेश सिलवाल बताए हामी उनी हरूलाई पढ्न मन सधैं कलेज शैक्षिक छात्रवृत्ति दिन्छौंं नेपाल क्रिकेट संघ क्यान पूर्वउपाध्यक्ष समेत रहे सिलवाल नेपाली खेलाडी विदेश अनुभव बटुल्न पाए राष्ट्रिय टिम खेलाडी कलेज बीचको सम्झौता खेलाडी वर्ष कलेज क्रिकेट गोल्डेनगेट बाट खेल्नेछन् दुईजना हवाई टिकट करिब हजार रुपैयाँ बराबर उन खेलाडी सहयोग राष्ट्रिय खेलकुद परिषद् राखेप सदस्य सचिव सँग गरे बताए राखेप बाट अहिले खेलाडी दिने सहयोग प्रतिक्रिया क्यान पदाधिकारी दुवै खेलाडी खर्च उपलब्ध गराइदिने बताए अहिले खेलाडी रकम पाए छैनन् महासचिव अशोकनाथ प्याकुर्याल खेलाडी भिसा प्रक्रिया मिलाइदिन क्यान पहल बताए उन व्यक्तिगत खेलाडी क्यान खर्च अहिले दिंदैन चन्द्र अमृत श्रीलंकन यू अन्तरक्लब क्रिकेट श्रीलं पोर्ट अथुरिटी क्रिकेट क्लब बाट साता खेल्नेछन् श्रीलंका उनी हरूलाई क्लब बस्न व्यवस्था मिलाए जानेआउने खान खेलाडी खर्च पर्ने जानकारी दिइए नेपाल क्रिकेट अन फ्यान फेसबुक दुवै खेलाडी खर्च रकम संकलन चन्द्र अमृत पाए मौका सदुपयोग बताए श्रीलंका चर्चित खेलाडी कुमार संगकरा महेला जयबर्द्धने जस्ता खेलाडी त्यही प्रतियोगिता बाट निस्के बताउँदै अमृत हामी देखाउँछौं दुवै खेलाडी मंगलबार श्रीलं जाने कार्यक्रम ँयहाँ प्रतिभा देखंे दुवै खेलाडी श्रीलंका व्यावसायिक क्रिकेट खेल्ने वातावरण मिलाइदिए राष्ट्रिय टिम प्रशिक्षक पुबुदु दासानायके खेलाडी पहल बताए ज्ञानेन्द्र मल्ल आन्तरिक कारण नजाने अनिल मण्डल अघि बढाइ उन नेपाल गत वर्ष आउँदा खेलाडी क्षमता अनुभव कमी रहे महसुस गरे पुबुदु बताए खेल दबाब अनुभव बटुल्न विदेश मै खेल्नु जरुरी उन त्यसै मै पहल गरे हुँ यूएई आईसीसी ट्वान्टीट्वान्टी वल्र्डकप छनोट पारस खड् शक्ति गौचन प्रदर्शन शक्ति राजस्थान रोयल्स पारस क्यानडा ओन्टारियो क्रिकेट एकेडेमी क्लब पठाउन गाह्रो नभए उन बताए यसपल्ट पोर्ट अथुरिटी पेस बलर खाँचो मित्र क्लब प्रशिक्षक सजिथ फर्नान्डो त्यस जानकारी श्रीलं क्यानडा पूर्वखेलाडी समेत रहे पुबुदु त्यस मै खेलाडी उपलब्ध गराइदिने वाचा गरंे नेपाल सुरु आउँदा दिन पुबुदु सम्झे त्यसबेला नेपाल एसोसिएट्स देश हरूमा स्थान खेलाडी देश कम क्षमता उन उन क्रिकेट खेलाडी महिना आराम पर्ने बताए नेपाल महिना खेलाडी आराम गर्दा रहेछन् होइन त्यसै विदेश खेलाडी खेल्ने वातावरण मिलाइदिए हुँ पुबुदु
3,एनसेल डाटा मूल्य घटायोएनसेल प्रिपेड ग्राहक प्याक नलिई डाटा चलाउँदा लाग्ने शुल्क प्रतिशत घटाए प्याक रहेर आवश्यकता इन्टरनेट चलाउने ग्राहक शुल्क घटाइए एनसेल प्रिपेड ग्राहक प्याक नलिई डाटा चलाउँदा लाग्ने शुल्क प्रतिशत घटाए प्याक रहेर आवश्यकता इन्टरनेट चलाउने ग्राहक शुल्क घटाइए शुल्क प्याक बिना डाटा चलाउदा रुपैयाँ एमबी कर लाग्ने कम्पनी जनाए अघि शुल्क कर एमबी रुपैयाँ कम्पनी शुल्क फागुन लागू जनाए ग्राहक सुलभ दर उत्कृष्ट डाटा अनुभव गराउन पे एज यु गो शुल्क प्रतिशत घटाए एनसेल कर्पोरेट संवाद विज्ञमिलन शर्मा बताए कतिपय ग्राहक प्याक बिना डाटा चलाउन रुचाउने हुना उनी हरूको सुलभता पे एज यु गो शुल्क घटाए हौं शर्मा हाम्रा पि्रपेड ग्राहक डाटा थप पहुँच बढाउने विश्वास लिए एनसेल विभिन्न भल्युम दैनिक साप्ताहिक मासिक प्याक उपलब्ध गराउँदै प्याक लिई डाटा प्रयोग गर्दा ग्राहक पैसा प्रतिएमबी कर दर उपयोग सक्ने विज्ञप्ति उल्लेख
1,भलिबल फरक सम्मानभलिबल सहायक प्रशिक्षक जगदीश भट्ट बाहिरी कद अग्लो व्यक्तिगत मिहिनेत लगानी उन निर्माण गरे भलिबल पूर्वाधार खेलाडी उत्पादन उन अग् सम्मान झनै बढाइदिए भलिबल सहायक प्रशिक्षक जगदीश भट्ट बाहिरी कद अग्लो व्यक्तिगत मिहिनेत लगानी उन निर्माण गरे भलिबल पूर्वाधार खेलाडी उत्पादन उन अग् सम्मान झनै बढाइदिए शनिबार नेपाल भलिबल संघ केन्द्रीय कार्यालय उन कै गृहनगर भव्य सम्मान गर्यो जस स्थानीय ढिलो सकारात्मक परिपाटी सुरुवात बताए बृहत् छैटौं राष्ट्रिय खेलकुद प्रतियोगिता आयोजक व्यवस्थापकीय कमजोरी कारण साता भरि चर्चा रह्यो त्यस अपवाद भलिबल प्रतियोगिता व्यवस्थापन आफैं निकै उत्कृष्ट जस नेतृत्व लिए भट्ट वर्ष अघि स्थानीय खेलप्रेमी सहयोग श्रमदान बाट उन महेन्द्रनगर कभर्डहल परिसर झन्डै कट्ठा जमिन निर्माण गरे व्यवस्थित प्रशिक्षण केन्द्र छैटौं पुरुष भलिबल प्रतियोगिता स्थल बन्यो व्यवस्थित खेल आयोजना मन जित्यो खेलस्थल व्यवस्थापन उपसमिति संयोजक वसन्त गुरुङ पूर्वाधार हरू हतारहतार निर्माण गरिएका खेलाडी गुनासो रहे भलिबल उत्कृष्ट व्यवस्थापन अरू गुनासा समेत बिर्साइदियो साल बाट भलिबल सहायक प्रशिक्षक करार सेवा राष्ट्रिय खेलकुद परिषद् छिरे भट्ट विगत सफल राष्ट्रियअन्तर्राष्ट्रिय खेलाडी त्यसयता नेपाली खेलकुद राष्ट्रिय टोली प्रशिक्षक नभएर उनी स्थानीयस्तर एउटा संघ पदाधिकारी भलिबल पूर्वाधार निर्माण विकास जुटे उन समकक्षी बताउँछन् उहाँ प्रशिक्षक हुँदै व्यवस्थापकीय गुण देखाउनु भयो कपर्दी वरिष्ठ प्रशिक्षक तारासिंह भाट साल महेन्द्रनगर बाट उन भलिबल खेल्न सुरु गरे सन् उन सक्रिय खेलाडी प्रशिक्षक हैसियत अन्तर्राष्ट्रिय सहभागिता जनाए दसौं एघारौं दक्षिण एसियाली खेलकुद टोली प्रशिक्षक अनुभव सँगालि सकेका भट्ट वटा अन्तर्राष्ट्रिय प्रतियोगिता नेपाल कप्तानी सकेका उहिले उस्तै जोस जाँगर मैदान देखिने उन प्रशिक्षण खेलाडी क्षेत्रगत होइन नेपाल प्रहरी एपीएफ जस्ता विभागीय टोली नेतृत्व सम्हालि सकेका छैटौं उन कै प्रशिक्षण हुर्किए एपीएफ दीपेन्द्र भट्ट उत्कृष्ट खेलाडी घोषित खेलाडी खेल्दा सन्तुष्टि मिल्छ असन्तुष्ट विद्रोही प्रशिक्षक छवि बनाए भट्ट राम्रा प्रतिभा हुँदाहुँदै खेल संघ हरूको राजनीति गर्दा खेलाडी खेल पछाडि धकेलिए उन व्यक्ति संस्था बलियो बनाएर भलिबल संघ अगाडि बढनु पर्ने बताए स्रोत साधन बढाउनुपर्छ संघ पदाधिकारी प्रशिक्षक खेलाडी अन्तरसंर्घष कम वैदेशिक सहयोग सदुपयोग उन नेपाल भलिबल संघ वरिष्ठ उपाध्यक्ष गजेन्द्र ताम्ली लिम्बू महेन्द्रनगर भलिबल प्रशिक्षण केन्द्र बनाउन सकिए खेलाडी उत्पादन सजिलो बताए व्यक्तिगत मिहिनेत लगानी मै व्यवस्थित केन्द्र बन्न सक्दोरहेछ पाठ आएर सिके उन नेपाल भलिबल संघ पाँचै क्षेत्र यस्ता प्रशिक्षण केन्द्र निर्माण प्रयास गर्नेछ भट्ट उन मिहिनेत लगानी कदर सानो सम्मान गरिए संघ महासचिव वीरेन्द्र खड्का बताए छैटौं खेलकुद प्रतियोगिताअन्तर्गत पुरुष भलिबल फाइनल युवा खेलकुदमन्त्री कमला रोका दोसल्ला ओढाएर प्रशिक्षक भट्ट सम्मान गरे की थिइन्
2,बैंस फुलेछ हतार डायरी छुटेछ आज हारमोनियम सम्हाले मणिकमल क्षेत्री बो पूरा गीत सम्झन सक्तिनँ होला जति याद त्यति सुनाउँछु हतार डायरी छुटेछ आज हारमोनियम सम्हाले मणिकमल क्षेत्री बो पूरा गीत सम्झन सक्तिनँ होला जति याद त्यति सुनाउँछु सुशीला कोइराला नाटकघर संगीत श्रोता हरू खचाखच तिन दशकअघि सांगीतिक दुनियाँ पुर्याए अरुणा लामा गाए गीत हरिभक्त कटुवाल रचना जस संगीतबद्ध गरे मणिकमल हाँगा हाँगा वन भरि चैत फुलेछ थाहा नपाई मन भरि बैंस फुलेछ कपाल मित्रता छाडे पछिको शिर टल्काउँदै वषर्ीय संगीतकार विगत मै पुगे एनालग रेकर्डिङ सिस्टम उन रेडियो नेपाल फित्ते रेकर्ड जापान पुगेर मात्रै सुन्न मिल्ने भएर आइपुग्थ्यो अहिले सुविधा झापा दमक रहेर संगीत साधना निरन्तरता दिइ उनी सुगम संगीत मै रमाए उन हिउँचुली हिउँ बग्यो थाकखोला पानी पानी मूल सुनाए आपना पुराना गीत समेटेर एल्बम तयारी रहे उनी अहिले गीत आफैं गाउने अभ्यास रामकृष्ण ढकाल एउटा गीत मै एल्बम समेट्न खोज्दा म्युजिक कम्पनी गायक अनुमति लिएर आउनु भन्यो उन मै संगीत दिएर पारिश्रमिक नाम नपाए गीत अनुमति मै माग्नु पर्ने सुरु नराम्रो लाग्यो रामकृष्ण सजिलै अनुमति एल्बम आउनेछ गोपाल योञ्जन अरुणा लामा नोर्देन रुम्बासँग सम्झना बटुल्दै सुगम संगीत सकिने उन बताए अहिले नेपाली गीत गजल युग उन गीत स्तरीयता बढाउँछ विराट कला केन्द्र वाषिर्कोत्सव अवसर पारेर आयोजित समारोह प्रमुख अतिथि निम्त्याइए मणिकमल वरिष्ठ कलाकर्मी गणेश रसिक सम्मान हस्तान्तरण गरे कार्यक्रम केन्द्र प्रशिक्षार्थी कलाकार अध्यक्ष उदीयमान गायक साजन राई आपनो गीत दिल खाली भो बाट हौसला बढाए कार्यक्रम अन्त्य कलाकर्मी रसिक कार्यक्रम कलाकर्मी नृत्य प्रहसन प्रस्तुत गरे
2,महिला पत्रकार हृतिक किस सिकाउँछु भनेपछिमिडिया सँग जिस्कनुपर्छ उन शाहरुख खान सँग सिक्नुपर्छ वर्षीय क्रिस स्टार हृतिक रोशन मामिला अब्बल देखिए मिडिया सँग जिस्कनुपर्छ उन शाहरुख खान सँग सिक्नुपर्छ वर्षीय क्रिस स्टार हृतिक रोशन मामिला अब्बल देखिए हालै उनी अग्निपथ पत्रकार सम्मेलन उन एउटी महिला सञ्चारकर्मी किस सिकाइदिने जवाफ सवालजवाफ क्रम उनी एकाएक चतुर खराब मनोदशा प्रकट उनी सिरियल किसर इमरान हासमी थिएनन् उन सञ्चारकर्मी अग्निपथ प्रियं चोपडा सँगको किस सोधे की थिइन् हृतिक जवाफ फिल्म प्रकार किसिङ सिन सञ्चारकर्मी फिल्म दृश्यहरु अड्डी कसिरहिन् हृतिक बो तपाईं त्यस्ता सिन हरुलाई किसिङ सिन भन्नुहुन्छ तपाईं किस थाहा रहेनछ आउनुस् यही स्टेज तपाईं किस सिकाइदिन्छु जवाफ पाए सञ्चारकर्मी अनुहार रातो बनाएर बस्न बाध्य भइन् हृतिक भनाइ ठट्यौलो परिवेश दिन कार्यक्रम जोक रमाइलो मोडाइए गत वर्ष जिन्दगी ना मिलेगी दोबारा हृतिक कट्रिना कैफ गरे किस तरंग पैदा गराए धुम ऐश्वर्या राय सँगको किस सिन चर्चा पाए सन् काइट्स उन मेक्सिकन अभिनेत्री बारबारा मोरी सँग लिप टु लिप किस समेत गरे हृतिक अर् इमरान बन्न खोज्दै क्या
4,फलफूल मध्ये तिहाई हिस्सा सुन्तला जुनारकोमुलुक उत्पादन फलफूल मध्ये तिहाई हिस्सा सुन्तला जुनार रहे फलफूल उत्पादन बर्सेनि अर्ब रुपैयाँ बढी गरे कृषि सहकारी मन्त्रालय जनाए मुलुक उत्पादन फलफूल मध्ये तिहाई हिस्सा सुन्तला जुनार रहे फलफूल उत्पादन बर्सेनि अर्ब रुपैयाँ बढी गरे कृषि सहकारी मन्त्रालय जनाए मन्त्रालय गत आर्थिक वर्ष साढे अर्ब बढी मूल्य सुन्तला जुनार उत्पादन लाख हजार सय टन करोड लाख हजार केजी सुन्तला उत्पादन किलो रुपैयाँ दर हिसाब गर्दा अर्ब करोड लाख रुपैयाँ बराबर मूल्य आउँछ सुन्तला जुनार फ्रेस जुस बढी निर्यात गरे मन्त्रालय प्रवक्ता हरि दाहाल बताए भारत चीन नेपाली जुस बजार आव फ्रोजेन जुस हजार सय दशमलव टन निर्यात आव अरेन्ज जुस दशमलव टन निर्यात तथ्यांक चीन नेपाल सुन्तला खेती चासो अधिकारी हरू बताउँछन् फलफूल विकास निर्देशानलय कार्यक्रम निर्देशक चुटराज गुरुङ वर्ष वर्षयता क्षेत्रफल बढ्दै गएका सुन्तला जुनार उत्पादन बढे बताउँछन् सडक प्रायः ठाउँ पुगिसकेका बजार जोड्न सजिलो सरकारी अनुदान कारण किसान खेती प्रोत्साहित उन भनाइ सरकार सुन्तला जात बिरुवा प्रतिशत अनुदान दिँदै उच्च मूल्य बाली भएका बजार सजिलै पाइ उन दुईतीन वर्षयता क्षेत्रफल उत्पादन दुवै बढि आव तुलना सुन्तला जुनार खेती क्षेत्रफल दशमलव प्रतिशत वृद्धि भई हजार हेक्टर पुगे यस्तै सुन्तला जुनार उत्पादन अवधि दशमलव प्रतिशत बढे आव लाख हजार सय टन सुन्तला जुनार उत्पादन भएका आव लाख हजार सय टन पुग्यो बगान स्याहारसुसार नहुँदा गुणस्तरीय फल नफल्ने सँग विकास नहुने आकार सानो उचित मलजल स्याहार नहँुदा उत्पादन सँगै गुणस्तर घट्छ दाहाल बगान हेरचाह उत्पादन दोब्बर बढ्छ गत आव बढी सुन्तला स्याङ्जा उत्पादन तथ्यांक उक्त जिल्ला हजार सय मेटि्रकटन सुन्तला फले यसैगरी स्थान लमजुङ सल्यान जिल्ला हजार सय हजार सय टन फले तनहुँ हजार सय टन गोरखा हजार सय टन तेह्रथुम हजार सय टन सुन्तला उत्पादन जिल्ला पर्छन् जुनार उत्पादन सिन्धुली अगाडि गत आव हजार सय टन जुनार फले अभिलेख यस्तै रामेछाप धनकुटा जुनार बढी उत्पादन जिल्ला हजार सय टन हजार सय टन जुनार फले पहाडी क्षेत्र उपयोग नआए सरकारी जग्ग्गा भाडा लिएर सहकारी किसान सुन्तला खेती दिने नीति ल्याए उत्पादन बढाउन सकिने सम्बद्ध विज्ञ भनाइ खाद्यान्न पोषण सुरक्षा जरुरी दाहाल हाल हजार सय हेक्टर सुन्तला जुनार फलि थप हजार सय हेक्टर सम्भाव्य क्षेत्र बूढो रूख भएर फल नलागे सुन्तला खेती नभए भर्खर बिरुवा लगाएका फल नलागे मानिए
1,फुर्वा च्याम्पियनफुर्वा तामाङ कोकाकोला दसौं तेन्जिङहिलारी एभरेस्ट म्याराथन उपाधि मंगलबार हात पारे अघि संस्करण विजेता फुर्वा सगरमाथा आधार शिविर बाट सुरु भएर नाम्चेबजार समाप्त दौड घन्टा मिनेट सेकेन्ड पूरा गरे फुर्वा तामाङ कोकाकोला दसौं तेन्जिङहिलारी एभरेस्ट म्याराथन उपाधि मंगलबार हात पारे अघि संस्करण विजेता फुर्वा सगरमाथा आधार शिविर बाट सुरु भएर नाम्चेबजार समाप्त दौड घन्टा मिनेट सेकेन्ड पूरा गरे तेस्रोपल्ट उपाधि कब्जा गरे फुर्वा अघि सन् स्थान हात पारे दौड कुमार राजभण्डारी स्थान रहे उन निर्धारित दूरी घन्टा मिनेट सेकेन्ड पूरा गरे डिफेन्डिङ च्याम्पियन सुदीप कुलुङ राई घन्टा सेकेन्ड दौड पूरा स्थान सीमित रहे फुर्वा अघिल्लो संस्करण खराब स्वास्थ्य कारण दौड मै छोडे आधार शिविर बाटै अग्रता लिए तामाङ अन्तिम त्यस कायम उन वर्ष प्रतियोगिता जितेर पल्टको विजेता बन्ने लक्ष्य बताए उन हजार अमेरि की डलर हात पारे रहे राजभण्डारी सय कुलुङ सय डलर चित्त बुझाए महिला तर्फ आङफुटी शेर्पा पाँचौंपल्ट च्याम्पियन बनिन् उन निर्धारित दूरी घन्टा मिनेट सेकेन्ड पूरा गरिन् की मिङ लामा घन्टा मिनेट सेकेन्ड दौड पूरा गरिन् रहे की टासी जाङ्मु शेर्पा घन्टा मिनेट सेकेन्ड दूरी तय गरे की थिइन् सय सय सय अमेरि की डलर प्राप्त गरे
